stop_id,stop_name,location_type,parent_station,stop_lon,stop_lat
node/7074330389,Tena Tabeya,0,,38.8605382,8.9942098
node/7074330391,Condminium (Gate),0,,38.8602323,8.9984544
node/7074330392,Gomista,0,,38.8573283,9.0014062
node/7074330394,Summit (MOHA),0,,38.8517162,9.0040839
node/7074330397,Safari,0,,38.8518265,9.0106601
node/7074330400,Alemayehu,0,,38.820944,8.999474
node/7074330401,Alemayehu,0,,38.8196821,9.0005663
node/7074330403,Condominium,0,,38.8095474,9.0050845
node/7074330407,Ethio-china,0,,38.8287819,9.026612
node/7074330409,Kara,0,,38.8643277,9.0403987
node/7074347184,Chereta,0,,38.7010211,9.0616842
node/7074353066,Gerar,0,,38.6894082,8.9813585
node/7074387585,Sansusi,0,,38.6891023,9.0714186
node/7074496216,Kersa (2),0,,38.6722328,9.0285405
node/7074496217,Ashewa Meda,0,,38.6653802,9.0326531
node/7074496218,Ashewa Meda,0,,38.6653823,9.0326414
node/7074496219,United Bank (Ashewa Meda),0,,38.6569665,9.0258997
node/7074496221,St. Gebriel,0,,38.6515848,9.027689
node/7074496222,St. Gebriel,0,,38.6515743,9.0276843
node/7074496225,Gojo,0,,38.6216778,9.0417975
node/7074504387,Alem Bank,0,,38.6776598,9.0010346
node/7074504388,Ayer Tena,0,,38.6982193,8.9831093
node/7074504390,Bethel,0,,38.6944335,9.0045877
node/7074504391,Mewcha,0,,38.7053132,9.0139079
node/7074504392,Mendida,0,,38.7004735,9.0149626
node/7074541084,Lideta Kefetega Firdbet,0,,38.7326808,9.0116457
node/7074561389,Sefera Square,0,,38.7341804,8.9249315
node/7074561391,Haile Garment,0,,38.7363202,8.9368661
node/7074561392,Mebrathile (EEPCo),0,,38.7334502,8.9493593
node/7074561393,Hana Mariam,0,,38.7544146,8.9309368
node/7074561395,Meskelgna,0,,38.7448233,8.95299
node/7074585943,Piassa Arada,0,,38.7514315,9.0357438
node/7074585944,Arat Kilo,0,,38.7633143,9.0324015
node/7074599697,Beklo Bet (Global),0,,38.759835,8.9953761
node/7074691520,Dembel City Center,0,,38.7672511,9.0055741
node/7074707878,Mexico,0,,38.7471393,9.010735
node/7074707880,ERA Office (Big Mak),0,,38.7478601,9.0127963
node/7074707883,St. Estifanos Church,0,,38.7628296,9.0124825
node/7074819178,Mamo (NFSL TVET),0,,38.7607684,8.9725713
node/7074841187,Kadisco,0,,38.7585063,8.9310399
node/7074841188,Kality Maseltegna,0,,38.7643672,8.9339802
node/7074921333,Teklehaimanot,0,,38.7442895,9.0291868
node/7074921334,Berbere Tera,0,,38.7406481,9.0266712
node/7075101457,Dildiy Mariam,0,,38.7498569,8.9585362
node/7075101459,Kera (Gofa Stop),0,,38.7497528,8.9837158
node/7075129253,Tor Hailoch,0,,38.7208842,9.009717
node/7075129254,Torhayloch,0,,38.7207996,9.0117428
node/7075129255,Tor Hailoch,0,,38.7222467,9.0117788
node/7076294502,Riche,0,,38.7588986,9.0043941
node/7076294504,Kadisco,0,,38.7633289,8.9638868
node/7076294505,Flamingo,0,,38.7646677,9.0089349
node/7076294507,Condminium (Gate),0,,38.8601035,8.9984013
node/7076294508,Sara Ampol (Gedera),0,,38.8738883,9.0571285
node/7076294510,Shero Meda,0,,38.7612538,9.0622823
node/7076294515,Shiromeda Selassie,0,,38.7607132,9.0692159
node/7076294516,Shero Meda,0,,38.7613887,9.0618235
node/7076310931,Shero Meda,0,,38.7612397,9.0626379
node/7077424942,Medhanialem,0,,38.7619991,9.0507372
node/7077601626,Ambassador,0,,38.7551039,9.0163885
node/7077785206,Kara Condominium,0,,38.8692642,9.0479009
node/7077785209,Kara Condominium,0,,38.8695121,9.0480304
node/7077863009,Autobis Tera (2),0,,38.7325536,9.031811
node/7077863010,Tropical,0,,38.6833448,8.9960545
node/7077863012,Alem Bank,0,,38.6779208,9.0003767
node/7077863014,Tropical,0,,38.6830207,8.9965876
node/7077863016,Bethel,0,,38.6941906,9.004479
node/7077863017,Mendida,0,,38.7004836,9.0151128
node/7077863018,Abinet,0,,38.7327417,9.019638
node/7077863019,Sebategna,0,,38.7329768,9.0280905
node/7078164250,Mexico,0,,38.7440208,9.0088714
node/7078164251,Haile Garment,0,,38.7349155,8.9381825
node/7078164254,Mekanisa,0,,38.7311018,8.9729343
node/7078164255,Abo Mazoria,0,,38.7345326,8.9820586
node/7078164256,Mexico,0,,38.7437936,9.0088201
node/7078406225,Autobis Tera (1),0,,38.7323925,9.0330269
node/7078406227,Zenebework,0,,38.7090191,8.9876369
node/7078406228,Ayer Tena,0,,38.6949214,8.9822919
node/7078406231,Kara Kore,0,,38.6817556,8.9755975
node/7078406237,Repi (Gerar),0,,38.6853377,8.9795411
node/7078406238,Zenebework (Crossing),0,,38.7051886,8.9852814
node/7078406239,3 Kutir Mazoriya (Total),0,,38.715946,8.992776
node/7080251773,Condominium,0,,38.8100534,9.0049451
node/7080251774,Goro School,0,,38.8268744,8.993889
node/7080251776,Anbessa Garage,0,,38.8056204,9.0071789
node/7080440194,Estifanos,0,,38.76366,9.0110028
node/7080440195,BAMBIS,0,,38.7690578,9.0104866
node/7080440196,St. Urael Church,0,,38.7752996,9.0115088
node/7080440197,Lex Plaza,0,,38.7823039,9.0147285
node/7080440198,22 (Haya Hulet),0,,38.7896417,9.0164226
node/7080440200,Megenagna,0,,38.8004816,9.0194097
node/7080440203,Megenagna,0,,38.8005914,9.019032
node/7080440204,Lem Hotel,0,,38.7955696,9.0177169
node/7080440205,22 (Haya Hulet),0,,38.7896635,9.0162149
node/7080440206,BAMBIS,0,,38.7694936,9.0102033
node/7080440208,Mexico,0,,38.7467585,9.0104304
node/7080527282,Mexico,0,,38.7462899,9.0098462
node/7080527284,Kera,0,,38.7487773,8.9863213
node/7080611085,Mebrat,0,,38.7487535,8.96688
node/7080611091,Mexico Shebelle Hotel,0,,38.746773,9.0120423
node/7080893993,Autobis Tera,0,,38.732023,9.034717
node/7080893994,Pastor,0,,38.7306587,9.0460782
node/7080893995,Winget,0,,38.713458,9.0560646
node/7080893996,Chereta,0,,38.7009781,9.0613645
node/7080894001,Sansusi,0,,38.6891732,9.0715888
node/7081034796,5 Kilo (History Museum),0,,38.7624277,9.0385658
node/7081034797,Abo Mazoriya,0,,38.7785478,9.0574672
node/7081034799,Education Bureau (6 Kilo),0,,38.7640045,9.0441923
node/7084255331,Total (Dil Ber),0,,38.732915,9.0648091
node/7084255333,Piassa Arada,0,,38.7533521,9.0341775
node/7084255334,Addisu Gebeya,0,,38.7374497,9.0594855
node/7084255335,Tsion Cafe (Addisu Gebeya),0,,38.733166,9.0638908
node/7084255336,Total (Dil Ber),0,,38.7327389,9.0653883
node/7084722454,Ummar School,0,,38.7405402,9.0337517
node/7084722456,Autobis Tera (3),0,,38.7337992,9.0341036
node/7084722457,Gojam Berenda (Tefera Buillding),0,,38.7418327,9.0341305
node/7084722458,Dej. Wube (Ras Abebe School),0,,38.7533374,9.0404538
node/7084722459,Wube Bereha,0,,38.7544994,9.0440672
node/7084873006,Sebategna (Taem Bakery),0,,38.7332661,9.0274958
node/7084873011,MOHA (Pepsi Factory),0,,38.7560749,8.9824212
node/7084873013,Kera (Saris Stop),0,,38.7509324,8.9844206
node/7084873014,Guenet Hotel (Orbis),0,,38.7469466,9.002055
node/7084873015,St. Lideta Church,0,,38.736541,9.0111972
node/7084873016,Abenet (Joshansen),0,,38.733649,9.0192478
node/7084932737,Canada Embassy,0,,38.7373207,8.9951157
node/7084932738,Mechare Meda,0,,38.7311778,8.9973163
node/7084932739,Bisrate Gebrael,0,,38.7239615,8.9892732
node/7084932740,Zenebework (Crossing),0,,38.705264,8.9850622
node/7084932741,Ayer Tena,0,,38.6961239,8.9838449
node/7084932742,Kidane Mihret (Roundabout),0,,38.6887357,8.9917639
node/7084932743,Kidane Mihret (2),0,,38.690106,8.9910254
node/7084932745,Augusta Bridge (Tor Hailoch),0,,38.7185689,9.0056187
node/7084932747,Mexico,0,,38.7445753,9.0114539
node/7098810331,Goro Roundabout,0,,38.8285018,8.9839859
node/7098810332,Kotebe Shet',0,,38.8370059,8.9678887
node/7098810333,Bole Lemi,0,,38.8352869,8.9585287
node/7098810334,Endorro 2,0,,38.8219339,8.9405669
node/7098810335,Kilinto Right (Heniken),0,,38.8152364,8.9007946
node/7098810336,Koye Feche 4,0,,38.8240221,8.8947925
node/7098810338,Koye Feche 2,0,,38.8313712,8.896302
node/7098810339,Koye Feche,0,,38.8270083,8.9045894
node/7098810340,Goro Roundabout,0,,38.8289328,8.9837967
node/7098810341,Kotebe Shet',0,,38.8374461,8.9678046
node/7098810342,Bole Lemi,0,,38.8354629,8.9573187
node/7098810343,Endorro 2,0,,38.8217947,8.9393928
node/7098810344,Endorro 1,0,,38.820007,8.9307029
node/7098810345,kilinto (Heniken Brewery),0,,38.8155747,8.9005132
node/7098833728,Gurd-shola,0,,38.8196082,9.0192718
node/7098833729,Civil Service College,0,,38.8331381,9.021924
node/7098833730,St. Michael,0,,38.8400876,9.021617
node/7098833731,Sunshine Apartments,0,,38.8524287,9.0193173
node/7098833732,Gomista,0,,38.8575794,9.0019915
node/7098833735,Hasset Photo,0,,38.8588022,8.9918735
node/7098833736,Sunshine Apartments,0,,38.8521013,9.0190988
node/7098833737,CMC (Apartments),0,,38.8504565,9.0208488
node/7098833738,St. Michael,0,,38.8401568,9.0213567
node/7102193971,Merkato,0,,38.7312293,9.0337594
node/7102193972,Mesalemia (Area Police),0,,38.7254909,9.0338552
node/7102193973,Luwkanda,0,,38.7086533,9.0332635
node/7102193974,Comprensive,0,,38.7049566,9.0338494
node/7102193975,Gefersa,0,,38.642409,9.031909
node/7102193976,Gojo (Kela),0,,38.6117467,9.0563274
node/7102193977,Gojo (Kela),0,,38.6120244,9.0560454
node/7102193978,Gefersa (2),0,,38.6265192,9.0375371
node/7102193979,Gefersa,0,,38.6329501,9.0356795
node/7102193980,Ashewa Meda (1),0,,38.6674596,9.0328635
node/7102193981,Kersa (1),0,,38.6760437,9.0286003
node/7102193982,Feli Doro (2),0,,38.687173,9.0343761
node/7102193983,Mesalemia,0,,38.7244946,9.0344498
node/7102269985,Merkato,0,,38.7312074,9.0338637
node/7103202615,Ayer Tena,0,,38.6977085,8.9821491
node/7103202616,German Bridge,0,,38.7316085,8.9647174
node/7103202617,Mebrathile (EEPCo),0,,38.7342372,8.9470109
node/7103202619,Saris Abo,0,,38.7692016,8.9444277
node/7103202620,Saris Abo,0,,38.7666082,8.944353
node/7103202621,Kality Maseltegna,0,,38.7645892,8.9336411
node/7103202623,Mickael Bridge,0,,38.72738,8.9653607
node/7104888674,Bel Air,0,,38.7729637,9.0323651
node/7105158906,CMC (Apartments),0,,38.8506098,9.0211237
node/7105158907,Tafo Condominium 2,0,,38.8774831,9.0462589
node/7105158908,Tafo Condominium 1,0,,38.8775457,9.0502639
node/7105268824,Mebrat (Lafto),0,,38.7490031,8.9593839
node/7105268825,Dildiy Mariam,0,,38.7497551,8.9587047
node/7105268826,Lafto (Mickael),0,,38.7504407,8.9537745
node/7105268830,Lafto (Primary School),0,,38.7450783,8.9558865
node/7105398617,Post Office (Ambassador),0,,38.7534558,9.0185243
node/7105398618,6 Kilo,0,,38.761425,9.0462
node/7105398619,Teferi Mekonen,0,,38.7623138,9.0522977
node/7105584907,Marathon Motor (Megenagna),0,,38.7999868,9.022269
node/7105584908,Arat Kilo,0,,38.762507,9.0332665
node/7105584909,Piassa Arada,0,,38.7532588,9.0341288
node/7105584911,Arat Kilo,0,,38.7625094,9.0332715
node/7105584912,Abebe Sook,0,,38.7888307,9.0289345
node/7105840324,Abune Petros,0,,38.7492708,9.0358919
node/7105840325,Yohannes,0,,38.745898,9.0424895
node/7105840326,Arbegnoch Primary School,0,,38.7421685,9.0472271
node/7105840327,Enqulal Fabrica,0,,38.7376837,9.0485317
node/7105840330,Yohannes,0,,38.7450108,9.0434044
node/7105840331,Enqulal Fabrica,0,,38.7373533,9.0481067
node/7107670562,Sefera,0,,38.7350358,8.9209077
node/7107670563,Mebrathile (EEPCo),0,,38.7332384,8.94963
node/7107670564,Mekanisa Abo,0,,38.7341183,8.9829863
node/7107789218,Jemmo 2,0,,38.6879228,8.9606298
node/7107789219,Piassa (Downtown Cafe),0,,38.7511477,9.0319297
node/7107789220,Jemmo 2,0,,38.6878636,8.9605732
node/7108224469,Kera,0,,38.7483037,8.9860956
node/7110438104,6th (Raddison Blu),0,,38.7675202,9.0166264
node/7110438105,Kazanchis (6th),0,,38.7701955,9.0171928
node/7110438106,Aware Roundabout,0,,38.7758778,9.0231177
node/7110438107,Signal,0,,38.7815333,9.0234853
node/7110438108,Dinberwa Hospital,0,,38.7867845,9.0221973
node/7110438109,Lem Hotel,0,,38.7940254,9.0212061
node/7110438110,Lamberet (Queens),0,,38.8157252,9.022362
node/7110438111,Kotebe 01,0,,38.8281186,9.0348925
node/7110438113,Kotebe 01,0,,38.8281855,9.0349074
node/7110438114,Shola (United Bank),0,,38.7948696,9.0217059
node/7110438115,Sumeya Mosque,0,,38.792498,9.021194
node/7110438116,Signal,0,,38.7815645,9.023369
node/7110725240,Addis Sefer (Overpass),0,,38.7673729,8.9572931
node/7110725241,Bole Mickael (2),0,,38.7723221,8.9799499
node/7110725242,Bole Bridge,0,,38.7903601,8.9867261
node/7110725243,MOENCO,0,,38.7957512,8.9948785
node/7110725245,Anbessa Garage,0,,38.8030776,9.0077883
node/7110725247,Anbessa Garage,0,,38.8032793,9.0076034
node/7110725248,Emperial Hotel,0,,38.8009424,9.0037859
node/7110725250,Bole (Bora Amusement),0,,38.7947105,8.9910225
node/7110725251,Bole Mickael (2),0,,38.7721474,8.9795995
node/7110725252,Addis Sefer,0,,38.7676814,8.9603711
node/7110725254,Kality (Correctional Facility),0,,38.7648588,8.9234126
node/7110725256,Kality Meneharia,0,,38.7718808,8.8959395
node/7111821010,Arat Kilo,0,,38.7588358,9.0354591
node/7111821011,Piassa (EPPCO),0,,38.7538404,9.0325113
node/7111821013,Autobis Tera,0,,38.7374552,9.0317457
node/7111821015,Autobis Tera,0,,38.7372851,9.0302352
node/7111821016,Dinberwa Hospital (1),0,,38.7887833,9.0216842
node/7112123457,Chid Tera,0,,38.721592,9.0374493
node/7112123458,Mebrathail,0,,38.7149359,9.0294949
node/7112123459,Kolfe Keranyo,0,,38.7177803,9.0173854
node/7112123460,Keranio Bridge,0,,38.708993,9.0193846
node/7112123462,Kolfe Keranyo,0,,38.7176821,9.0170237
node/7112123463,Abysinia Coffee,0,,38.7163686,9.0370321
node/7112123464,Chid Tera,0,,38.7208971,9.0376714
node/7112215078,Old Airport (Mobil),0,,38.7188624,8.9998854
node/7112215079,Minaye (Shoa Supermarket),0,,38.7196192,9.008471
node/7112215080,Holand,0,,38.7158287,9.0208524
node/7112215081,18 Mazoria (Atena Tera),0,,38.7141478,9.0361682
node/7112215082,Atena Tera,0,,38.7125982,9.0409736
node/7112215083,Winget TVET,0,,38.7116581,9.0491202
node/7112215084,Winget,0,,38.7124575,9.0555289
node/7112280388,Winget,0,,38.7127274,9.0554541
node/7112280389,Winget TVET,0,,38.7117843,9.0494004
node/7112280390,kolfe (Atena Tera),0,,38.7122352,9.0448145
node/7112280391,Atena Tera,0,,38.712721,9.0414434
node/7112280392,18 Mazoria (Atena Tera),0,,38.7143961,9.0362317
node/7112280393,Meseret Edget,0,,38.7152453,9.0244809
node/7112280394,Augusta Bridge (Tor Hailoch),0,,38.7188519,9.0056155
node/7112648156,Mahiber Betoch,0,,38.8146269,8.8596281
node/7112648157,Project 12 Akababi,0,,38.8210444,8.865212
node/7112648158,G7 (Tulu Dimtu),0,,38.8204129,8.8701237
node/7112648159,Belay Ab Moters,0,,38.7965426,8.871336
node/7112648160,Gelan Condominium,0,,38.779459,8.8797273
node/7112648161,Kality Total,0,,38.7728422,8.894811
node/7112648162,Akaki Subcity Office (Menaheria),0,,38.770309,8.8973286
node/7112648163,Kality (Correctional Facility),0,,38.7641522,8.9224149
node/7112648164,Techtra Engineering,0,,38.7676362,8.9281178
node/7112648165,Adey Abeba,0,,38.7637599,8.9572677
node/7112648166,Kality Maseltegna,0,,38.7669427,8.9323914
node/7112648167,Wehalemat,0,,38.768315,8.9298175
node/7112648168,Awash Bank (Akaki Kality),0,,38.7768426,8.8837788
node/7112648169,Gelan Condominium,0,,38.7793211,8.8799589
node/7112648170,Belay Ab Moters,0,,38.7963837,8.8716847
node/7112648172,TAF Oil (Tulu Dimtu),0,,38.8091005,8.8705655
node/7112755338,Teklehaymanot,0,,38.7439418,9.0278217
node/7112755340,Autobis Tera,0,,38.7376384,9.0314996
node/7112755342,Autobis Tera,0,,38.7381207,9.0308454
node/7112755343,Meteorology,0,,38.7468282,9.0194238
node/7113004009,Girum Hospital,0,,38.7199737,9.0462468
node/7113004010,Ras Hailu (Medhanialem),0,,38.7211613,9.0509733
node/7113004011,Awolia,0,,38.7114101,9.0572551
node/7113004012,Bercheko Fabrica (Asko),0,,38.6983516,9.0640587
node/7113004013,Gulele,0,,38.70588,9.0598807
node/7113004014,Ras Hailu (Medhanialem),0,,38.7210939,9.0507813
node/7113004015,Woreda 7 TVET,0,,38.7212829,9.040909
node/7113004016,Chid Tera,0,,38.7213725,9.0380466
node/7113004018,Autobis Tera,0,,38.7365754,9.0312199
node/7113004020,Michael (2),0,,38.73268,9.0426217
node/7113004021,Pawlos Hospital (Saba Mosque),0,,38.7261371,9.0485205
node/7113004022,Anbessa Garage (Shegole),0,,38.7205811,9.0643796
node/7113004024,Shegole (Mender 7),0,,38.7266132,9.0641379
node/7113004026,Shegole (Mender 7),0,,38.726699,9.0641466
node/7113004027,Hassen & Hussein Mosque (Shegole),0,,38.7189551,9.0589167
node/7113004028,Shegole Bank,0,,38.7198445,9.0548351
node/7113004029,Michael,0,,38.7321449,9.0409541
node/7113158623,Eyesus,0,,38.7712666,9.0652655
node/7123180297,Gurd Shola,0,,38.8201425,9.0189315
node/7214490240,4 Kilo Minilik School,0,,38.7629695,9.0351361
node/7214490241,Kality Menaheriya,0,,38.7708485,8.8967488
node/10672522047,Holeta,0,,38.497947,9.0675662
node/10672522056,Sademo,0,,38.53199,9.065884
node/10672522057,Cheshire Ethiopia,0,,38.5920589,9.0712731
node/10672721751,Delta Fuel Station,0,,38.8085926,8.8504983
node/10672739809,Sidama Awash NOC,0,,38.8243789,8.8412588
node/10672739811,Atlas Resort,0,,38.8396009,8.8314833
node/10672739815,ODDA Fuel Station,0,,38.818065,8.8447465
node/10672961242,3 Kutir (TZNA Area),0,,38.717673,8.9943894
node/10672961244,Lideta High Court,0,,38.7335924,9.0117316
node/10750378219,Ayer Tena,0,,38.7024743,8.9839135
node/10766121864,St. Estifanos,0,,38.7626278,9.0125659
node/10766121867,Place Parking (Gibi Gebriel),0,,38.7641345,9.0214342
node/10766121869,Wollo Sefer,0,,38.7743234,8.9944147
node/10766121871,Bole Mikael,0,,38.7761469,8.9812653
node/10766121873,kality Maseltegna,0,,38.7670877,8.9321192
node/10766121874,kality Meneharia,0,,38.7721261,8.8957067
node/10766454594,Bole Roundabout,0,,38.7908923,8.9867247
node/10768858714,German Square,0,,38.7341844,8.965437
node/10768858715,Gofa Camp,0,,38.7420458,8.97192
node/10768858718,African Union,0,,38.7411322,9.003043
node/10768858719,Autobis Tera,0,,38.7370315,9.0296254
node/10768858720,Guenet Hotel (Orbis),0,,38.7470064,9.0026517
node/10768858723,German Square,0,,38.7340469,8.9651822
node/10781643821,Arat Kilo,0,,38.7650098,9.0322896
node/10781643822,4 kilo (Children Theatre),0,,38.7666152,9.0328365
node/10781643823,Bel Air,0,,38.7736753,9.0325481
node/10781643824,Kebena,0,,38.7768069,9.0344084
node/10781643825,Kokebe Tsebah (Kebena),0,,38.7794124,9.0350794
node/10781643826,Kenya Embassy (Kebena),0,,38.7823515,9.0324942
node/10781643827,British Embassy,0,,38.785575,9.0309005
node/10781643828,Abebe Sook,0,,38.7888226,9.0289673
node/10781643829,Shola (Yeka Court),0,,38.7947497,9.0251295
node/10781643830,Shola Abyssinia Bank,0,,38.7984062,9.0232585
node/10781643831,Megenagna (Marathon Motors),0,,38.7997354,9.0224046
node/10781643832,Megenagna,0,,38.8010368,9.0208971
node/10781844855,Abebe Sook,0,,38.788672,9.0287927
node/10781844856,British Embassy,0,,38.7843424,9.0313214
node/10781844857,5 Kilo St. Mary,0,,38.7623866,9.038677
node/10781844861,Kenya Embassy (Kebena),0,,38.7826601,9.032679
node/10823916391,Yeka 03,0,,38.8773834,9.0381854
node/10842065103,kality Maseltegna,0,,38.7646885,8.9358559
node/10842129019,Bole Cargo,0,,38.7819099,8.9834477
node/10842129023,Kality Menaheria,0,,38.7704449,8.8973782
node/10842129027,Derartu,0,,38.7821218,8.8869211
node/10842129029,Kality Total,0,,38.7729402,8.8948904
node/10842129048,Kality Gebriel,0,,38.7645559,8.9093265
node/10842129055,Sheger building,0,,38.7635639,8.9192813
node/10842129057,Bulgaria,0,,38.7477478,8.9947898
node/10842129060,Tele Garage,0,,38.758701,9.0000494
node/10842129066,Adey abada,0,,38.7640108,8.9571801
node/10842129088,Kality Cheralia,0,,38.7654586,8.9068482
node/10842129090,Lancha,0,,38.7593009,8.9906489
node/10842129105,Kera,0,,38.7486365,8.9875165
node/10842129106,Agona,0,,38.7599766,8.9867627
node/10842129112,Riche,0,,38.7588933,9.0041803
node/10842129139,Wuhalimat,0,,38.7683276,8.9295931
node/10845731580,Saris Abo,0,,38.7666459,8.9441872
node/10845731581,Legehar,0,,38.7544517,9.0120319
node/10845731583,Kality Customs,0,,38.7631799,8.9380577
node/10845731584,Gojam Berenda,0,,38.7378007,9.0342603
node/10845731585,Gojam Berenda,0,,38.7381021,9.0343553
node/10845731590,Autobus Tera,0,,38.734431,9.0343246
node/10845731593,Beg Tera,0,,38.7476261,8.9970419
node/10845731602,Beg Tera,0,,38.7475303,8.9968163
node/10845749005,Bulgaria,0,,38.7479845,8.9937615
node/10886135789,Tulu Dimtu,0,,38.8202354,8.8738791
node/10899278324,Bole Bridge,0,,38.7897689,8.9885561
node/10899278325,Friendship Building,0,,38.7840796,8.9908062
node/10926028112,Bole Arabsa,0,,38.8904415,8.9726305
node/11033818190,Kality Meneharia,0,,38.7722516,8.8954024
node/11033818192,Kality Maseltegna,0,,38.7642175,8.9361073
node/11033818193,AU (Mikael) Rounrdabout,0,,38.7406449,8.9994656
node/11033818195,Mexico,0,,38.7438741,9.0089885
node/11033818196,Mexico,0,,38.7440373,9.0089241
node/11033818197,Bulgaria Mazoria,0,,38.7474194,8.9945922
node/11033818199,Autobis Tera,0,,38.7373077,9.0316048
node/11033818200,Autobis Tera,0,,38.7377146,9.0299591
node/11033903482,Kera,0,,38.7483364,8.9864921
node/11034015157,Saris Abo,0,,38.7661144,8.9450004
node/11034015158,Piassa Arada,0,,38.7522899,9.0331054
node/11034031010,Autobis Tera,0,,38.7370369,9.03055
node/11034031011,Shero Meda,0,,38.7612633,9.0626384
node/11034031012,Tsehay Chora (ShiroMeda),0,,38.7598757,9.0583756
node/11034031013,Abune Petros,0,,38.7493262,9.0351037
node/11034054993,Kuskoam,0,,38.7572407,9.0777204
node/11034209866,Arat Kilo,0,,38.7654122,9.0321373
node/11034280233,Kara Kore,0,,38.6806691,8.9753965
node/11034280234,Ayer Tena,0,,38.6960927,8.9825611
node/11034280236,Kara Kore,0,,38.6805349,8.9753861
node/11034427397,Lion Zoo (PEPSI Kiosk),0,,38.7614325,9.0426561
node/11034427398,Abo Mazoriya,0,,38.777181,9.0571131
node/11034427399,Yeha,0,,38.7835816,9.0608545
node/11034427400,Gurara,0,,38.7880233,9.0622785
node/11034427401,Gurara,0,,38.7888027,9.0624066
node/11034511605,Saris,0,,38.7634093,8.9535755
node/11034511606,Saris,0,,38.7636248,8.9535945
node/11034611751,Autobis Tera,0,,38.7371486,9.0296904
node/11034647605,Megenagna,0,,38.8004821,9.0221498
node/11035234709,Torhailoch,0,,38.7220211,9.0115667
node/11035240260,Chid Tera,0,,38.7214866,9.0376857
node/11035502832,Ayer Tena,0,,38.6971291,8.9837379
node/11035502833,Ayer Tena,0,,38.7015659,8.9836981
node/11035532608,Bisrate Gebrael,0,,38.7255627,8.9914198
node/11035607129,Zenebewerk Hotel,0,,38.7682089,9.0191017
node/11035607130,Estifanos,0,,38.7636411,9.0107497
node/11035607131,Lideta Condominium,0,,38.7386025,9.0109263
node/11035662205,Zenebework,0,,38.7080773,8.9882771
node/11035734852,Darmar,0,,38.7377271,9.0165403
node/11035734855,Hana Maryam,0,,38.7418753,8.9270084
node/11035818337,Bercheko Condominium,0,,38.700756,9.058672
node/11035914858,Alem Gena,0,,38.6529741,8.9231915
node/11035914859,Noc,0,,38.6701962,8.9494175
node/11035914860,Noc,0,,38.6699835,8.9490541
node/11035914861,Welete Tele,0,,38.6732105,8.9665643
node/11035914862,Welete,0,,38.6708945,8.9635929
node/11035914863,Weleta,0,,38.6707668,8.9641803
node/11035914864,Weleta Tele,0,,38.6731872,8.9666144
node/11035914865,Ayer Tena,0,,38.6967597,8.9834038
node/11035914869,Ayer Tena,0,,38.6960161,8.9825038
node/11036026882,Kara,0,,38.8642175,9.0404548
node/11036079238,Saris Abo,0,,38.7693583,8.9444406
node/11036753217,Anfo Meda,0,,38.6744385,9.0221266
node/11036769860,Tulu Dimtu Adebabay,0,,38.819824,8.8736134
node/11036769861,Saris Abo,0,,38.7659694,8.9458383
node/11036961231,Mestawet Fabrica,0,,38.7083476,8.9591869
node/11037128648,Dil Ber,0,,38.7375586,9.0713656
node/11037149942,Mama,0,,38.6466135,8.9213766
node/11037149943,Sebeta,0,,38.6221215,8.9114218
node/11037149944,Sebeta,0,,38.6221242,8.911417
node/11037175582,Darmar,0,,38.7378407,9.016409
node/11037329865,Gefersa,0,,38.6481872,9.0661154
node/11037329866,Gefersa,0,,38.6482288,9.0660074
node/11037329868,Sansusi,0,,38.6885701,9.0715555
node/11037329869,Sansusi,0,,38.6889664,9.0711639
node/11037663903,Feli Doro,0,,38.6853104,9.0353828
node/11037663904,Wessen Michael,0,,38.8387411,9.0303905
node/11037676705,Kara,0,,38.8648956,9.040725
node/11037676706,Legetafo,0,,38.8872902,9.0657241
node/11037676707,CDC,0,,38.8978149,9.0740824
node/11037676708,CDC,0,,38.8979204,9.0739767
node/11037676709,CDC,0,,38.9029293,9.0779307
node/11037676710,MNS,0,,38.9153516,9.0879289
node/11037676711,Legedadi,0,,38.9269029,9.0875762
node/11037676712,Legedadi,0,,38.9269169,9.0875612
node/11037676713,AB007 (Unknown),0,,38.9363208,9.091308
node/11037676714,AB007 (Unknown),0,,38.9364849,9.0913142
node/11037676715,44 Mazoriya,0,,38.950416,9.0951384
node/11037676716,44 Mazoriya,0,,38.951249,9.0954356
node/11037676718,Legeberi,0,,38.9707925,9.100918
node/11037676720,Ejere,0,,38.9845665,9.1050166
node/11037676721,Dire Mazoriya,0,,38.9858612,9.1088419
node/11037676722,Dire Mazoriya,0,,38.9859133,9.1090753
node/11037676724,AB007 (Unknown),0,,39.0122379,9.1440476
node/11037676725,Sendafa,0,,39.0183309,9.1496399
node/11037676726,Sendafa,0,,39.018355,9.1496263
node/11037676727,Sendafa,0,,39.0244897,9.152171
node/11037676728,Sendafa,0,,39.0244943,9.1521517
node/11037676729,AB007 (Unknown),0,,39.0302807,9.1578674
node/11037676730,AB007 (Unknown),0,,39.0299296,9.1574422
node/11037676731,AB007 (Unknown),0,,39.0456183,9.1592362
node/11037676732,AB007 (Unknown),0,,39.046121,9.1590866
node/11037676734,AB007 (Unknown),0,,39.0558246,9.1604945
node/11037676735,AB007 (Unknown),0,,39.0641581,9.1619748
node/11037676736,AB007 (Unknown),0,,39.0682041,9.163981
